video_id,path,label,method,compression,split
049,ffpp_c23\original\049.mp4,0,real,c23,train
050,ffpp_c23\original\050.mp4,0,real,c23,train
051,ffpp_c23\original\051.mp4,0,real,c23,train
052,ffpp_c23\original\052.mp4,0,real,c23,train
053,ffpp_c23\original\053.mp4,0,real,c23,train
054,ffpp_c23\original\054.mp4,0,real,c23,train
055,ffpp_c23\original\055.mp4,0,real,c23,train
056,ffpp_c23\original\056.mp4,0,real,c23,train
057,ffpp_c23\original\057.mp4,0,real,c23,val
058,ffpp_c23\original\058.mp4,0,real,c23,train
059,ffpp_c23\original\059.mp4,0,real,c23,train
060,ffpp_c23\original\060.mp4,0,real,c23,train
061,ffpp_c23\original\061.mp4,0,real,c23,train
062,ffpp_c23\original\062.mp4,0,real,c23,train
063,ffpp_c23\original\063.mp4,0,real,c23,train
064,ffpp_c23\original\064.mp4,0,real,c23,train
065,ffpp_c23\original\065.mp4,0,real,c23,val
066,ffpp_c23\original\066.mp4,0,real,c23,train
067,ffpp_c23\original\067.mp4,0,real,c23,val
068,ffpp_c23\original\068.mp4,0,real,c23,train
069,ffpp_c23\original\069.mp4,0,real,c23,train
070,ffpp_c23\original\070.mp4,0,real,c23,train
071,ffpp_c23\original\071.mp4,0,real,c23,test
072,ffpp_c23\original\072.mp4,0,real,c23,train
073,ffpp_c23\original\073.mp4,0,real,c23,val
074,ffpp_c23\original\074.mp4,0,real,c23,train
075,ffpp_c23\original\075.mp4,0,real,c23,train
076,ffpp_c23\original\076.mp4,0,real,c23,train
077,ffpp_c23\original\077.mp4,0,real,c23,train
078,ffpp_c23\original\078.mp4,0,real,c23,train
079,ffpp_c23\original\079.mp4,0,real,c23,train
080,ffpp_c23\original\080.mp4,0,real,c23,test
081,ffpp_c23\original\081.mp4,0,real,c23,test
082,ffpp_c23\original\082.mp4,0,real,c23,train
083,ffpp_c23\original\083.mp4,0,real,c23,train
084,ffpp_c23\original\084.mp4,0,real,c23,train
085,ffpp_c23\original\085.mp4,0,real,c23,train
086,ffpp_c23\original\086.mp4,0,real,c23,train
087,ffpp_c23\original\087.mp4,0,real,c23,train
088,ffpp_c23\original\088.mp4,0,real,c23,train
089,ffpp_c23\original\089.mp4,0,real,c23,test
090,ffpp_c23\original\090.mp4,0,real,c23,train
091,ffpp_c23\original\091.mp4,0,real,c23,train
092,ffpp_c23\original\092.mp4,0,real,c23,train
093,ffpp_c23\original\093.mp4,0,real,c23,val
094,ffpp_c23\original\094.mp4,0,real,c23,test
095,ffpp_c23\original\095.mp4,0,real,c23,test
096,ffpp_c23\original\096.mp4,0,real,c23,train
097,ffpp_c23\original\097.mp4,0,real,c23,train
098,ffpp_c23\original\098.mp4,0,real,c23,train
099,ffpp_c23\original\099.mp4,0,real,c23,test
100,ffpp_c23\original\100.mp4,0,real,c23,train
101,ffpp_c23\original\101.mp4,0,real,c23,train
102,ffpp_c23\original\102.mp4,0,real,c23,train
103,ffpp_c23\original\103.mp4,0,real,c23,test
104,ffpp_c23\original\104.mp4,0,real,c23,test
105,ffpp_c23\original\105.mp4,0,real,c23,train
106,ffpp_c23\original\106.mp4,0,real,c23,train
107,ffpp_c23\original\107.mp4,0,real,c23,train
108,ffpp_c23\original\108.mp4,0,real,c23,train
109,ffpp_c23\original\109.mp4,0,real,c23,train
110,ffpp_c23\original\110.mp4,0,real,c23,train
111,ffpp_c23\original\111.mp4,0,real,c23,train
112,ffpp_c23\original\112.mp4,0,real,c23,val
113,ffpp_c23\original\113.mp4,0,real,c23,train
114,ffpp_c23\original\114.mp4,0,real,c23,test
115,ffpp_c23\original\115.mp4,0,real,c23,train
116,ffpp_c23\original\116.mp4,0,real,c23,train
117,ffpp_c23\original\117.mp4,0,real,c23,val
118,ffpp_c23\original\118.mp4,0,real,c23,train
119,ffpp_c23\original\119.mp4,0,real,c23,train
120,ffpp_c23\original\120.mp4,0,real,c23,train
121,ffpp_c23\original\121.mp4,0,real,c23,train
122,ffpp_c23\original\122.mp4,0,real,c23,train
123,ffpp_c23\original\123.mp4,0,real,c23,train
124,ffpp_c23\original\124.mp4,0,real,c23,train
125,ffpp_c23\original\125.mp4,0,real,c23,train
126,ffpp_c23\original\126.mp4,0,real,c23,train
127,ffpp_c23\original\127.mp4,0,real,c23,test
128,ffpp_c23\original\128.mp4,0,real,c23,train
129,ffpp_c23\original\129.mp4,0,real,c23,train
130,ffpp_c23\original\130.mp4,0,real,c23,train
131,ffpp_c23\original\131.mp4,0,real,c23,train
132,ffpp_c23\original\132.mp4,0,real,c23,train
133,ffpp_c23\original\133.mp4,0,real,c23,train
134,ffpp_c23\original\134.mp4,0,real,c23,train
135,ffpp_c23\original\135.mp4,0,real,c23,train
136,ffpp_c23\original\136.mp4,0,real,c23,train
137,ffpp_c23\original\137.mp4,0,real,c23,train
138,ffpp_c23\original\138.mp4,0,real,c23,train
139,ffpp_c23\original\139.mp4,0,real,c23,train
140,ffpp_c23\original\140.mp4,0,real,c23,train
141,ffpp_c23\original\141.mp4,0,real,c23,val
142,ffpp_c23\original\142.mp4,0,real,c23,test
143,ffpp_c23\original\143.mp4,0,real,c23,train
144,ffpp_c23\original\144.mp4,0,real,c23,train
145,ffpp_c23\original\145.mp4,0,real,c23,train
146,ffpp_c23\original\146.mp4,0,real,c23,val
147,ffpp_c23\original\147.mp4,0,real,c23,train
148,ffpp_c23\original\148.mp4,0,real,c23,train
149,ffpp_c23\original\149.mp4,0,real,c23,train
150,ffpp_c23\original\150.mp4,0,real,c23,train
151,ffpp_c23\original\151.mp4,0,real,c23,train
152,ffpp_c23\original\152.mp4,0,real,c23,train
153,ffpp_c23\original\153.mp4,0,real,c23,train
154,ffpp_c23\original\154.mp4,0,real,c23,train
155,ffpp_c23\original\155.mp4,0,real,c23,train
156,ffpp_c23\original\156.mp4,0,real,c23,val
157,ffpp_c23\original\157.mp4,0,real,c23,train
158,ffpp_c23\original\158.mp4,0,real,c23,train
159,ffpp_c23\original\159.mp4,0,real,c23,test
160,ffpp_c23\original\160.mp4,0,real,c23,train
161,ffpp_c23\original\161.mp4,0,real,c23,val
162,ffpp_c23\original\162.mp4,0,real,c23,train
163,ffpp_c23\original\163.mp4,0,real,c23,test
164,ffpp_c23\original\164.mp4,0,real,c23,train
165,ffpp_c23\original\165.mp4,0,real,c23,train
166,ffpp_c23\original\166.mp4,0,real,c23,test
167,ffpp_c23\original\167.mp4,0,real,c23,val
168,ffpp_c23\original\168.mp4,0,real,c23,train
169,ffpp_c23\original\169.mp4,0,real,c23,train
170,ffpp_c23\original\170.mp4,0,real,c23,train
171,ffpp_c23\original\171.mp4,0,real,c23,train
172,ffpp_c23\original\172.mp4,0,real,c23,train
173,ffpp_c23\original\173.mp4,0,real,c23,train
174,ffpp_c23\original\174.mp4,0,real,c23,train
175,ffpp_c23\original\175.mp4,0,real,c23,val
176,ffpp_c23\original\176.mp4,0,real,c23,train
177,ffpp_c23\original\177.mp4,0,real,c23,train
178,ffpp_c23\original\178.mp4,0,real,c23,train
179,ffpp_c23\original\179.mp4,0,real,c23,train
180,ffpp_c23\original\180.mp4,0,real,c23,train
181,ffpp_c23\original\181.mp4,0,real,c23,train
182,ffpp_c23\original\182.mp4,0,real,c23,train
183,ffpp_c23\original\183.mp4,0,real,c23,train
184,ffpp_c23\original\184.mp4,0,real,c23,train
185,ffpp_c23\original\185.mp4,0,real,c23,train
186,ffpp_c23\original\186.mp4,0,real,c23,train
187,ffpp_c23\original\187.mp4,0,real,c23,train
188,ffpp_c23\original\188.mp4,0,real,c23,train
189,ffpp_c23\original\189.mp4,0,real,c23,train
190,ffpp_c23\original\190.mp4,0,real,c23,train
191,ffpp_c23\original\191.mp4,0,real,c23,train
192,ffpp_c23\original\192.mp4,0,real,c23,train
193,ffpp_c23\original\193.mp4,0,real,c23,train
194,ffpp_c23\original\194.mp4,0,real,c23,train
195,ffpp_c23\original\195.mp4,0,real,c23,train
196,ffpp_c23\original\196.mp4,0,real,c23,test
197,ffpp_c23\original\197.mp4,0,real,c23,train
198,ffpp_c23\original\198.mp4,0,real,c23,train
199,ffpp_c23\original\199.mp4,0,real,c23,train
200,ffpp_c23\original\200.mp4,0,real,c23,train
201,ffpp_c23\original\201.mp4,0,real,c23,train
202,ffpp_c23\original\202.mp4,0,real,c23,train
203,ffpp_c23\original\203.mp4,0,real,c23,test
204,ffpp_c23\original\204.mp4,0,real,c23,train
205,ffpp_c23\original\205.mp4,0,real,c23,train
206,ffpp_c23\original\206.mp4,0,real,c23,train
207,ffpp_c23\original\207.mp4,0,real,c23,train
208,ffpp_c23\original\208.mp4,0,real,c23,train
209,ffpp_c23\original\209.mp4,0,real,c23,train
210,ffpp_c23\original\210.mp4,0,real,c23,train
211,ffpp_c23\original\211.mp4,0,real,c23,train
212,ffpp_c23\original\212.mp4,0,real,c23,train
213,ffpp_c23\original\213.mp4,0,real,c23,train
214,ffpp_c23\original\214.mp4,0,real,c23,test
215,ffpp_c23\original\215.mp4,0,real,c23,train
216,ffpp_c23\original\216.mp4,0,real,c23,val
217,ffpp_c23\original\217.mp4,0,real,c23,val
218,ffpp_c23\original\218.mp4,0,real,c23,train
219,ffpp_c23\original\219.mp4,0,real,c23,train
220,ffpp_c23\original\220.mp4,0,real,c23,test
221,ffpp_c23\original\221.mp4,0,real,c23,train
222,ffpp_c23\original\222.mp4,0,real,c23,train
223,ffpp_c23\original\223.mp4,0,real,c23,test
224,ffpp_c23\original\224.mp4,0,real,c23,val
225,ffpp_c23\original\225.mp4,0,real,c23,test
226,ffpp_c23\original\226.mp4,0,real,c23,train
227,ffpp_c23\original\227.mp4,0,real,c23,train
228,ffpp_c23\original\228.mp4,0,real,c23,test
229,ffpp_c23\original\229.mp4,0,real,c23,train
230,ffpp_c23\original\230.mp4,0,real,c23,train
231,ffpp_c23\original\231.mp4,0,real,c23,train
232,ffpp_c23\original\232.mp4,0,real,c23,train
233,ffpp_c23\original\233.mp4,0,real,c23,test
234,ffpp_c23\original\234.mp4,0,real,c23,val
235,ffpp_c23\original\235.mp4,0,real,c23,train
236,ffpp_c23\original\236.mp4,0,real,c23,train
237,ffpp_c23\original\237.mp4,0,real,c23,train
238,ffpp_c23\original\238.mp4,0,real,c23,test
239,ffpp_c23\original\239.mp4,0,real,c23,train
240,ffpp_c23\original\240.mp4,0,real,c23,train
241,ffpp_c23\original\241.mp4,0,real,c23,train
242,ffpp_c23\original\242.mp4,0,real,c23,train
243,ffpp_c23\original\243.mp4,0,real,c23,train
244,ffpp_c23\original\244.mp4,0,real,c23,train
245,ffpp_c23\original\245.mp4,0,real,c23,train
246,ffpp_c23\original\246.mp4,0,real,c23,train
247,ffpp_c23\original\247.mp4,0,real,c23,train
248,ffpp_c23\original\248.mp4,0,real,c23,train
249,ffpp_c23\original\249.mp4,0,real,c23,train
250,ffpp_c23\original\250.mp4,0,real,c23,test
251,ffpp_c23\original\251.mp4,0,real,c23,train
252,ffpp_c23\original\252.mp4,0,real,c23,val
253,ffpp_c23\original\253.mp4,0,real,c23,train
254,ffpp_c23\original\254.mp4,0,real,c23,train
255,ffpp_c23\original\255.mp4,0,real,c23,train
256,ffpp_c23\original\256.mp4,0,real,c23,train
257,ffpp_c23\original\257.mp4,0,real,c23,val
258,ffpp_c23\original\258.mp4,0,real,c23,train
259,ffpp_c23\original\259.mp4,0,real,c23,train
260,ffpp_c23\original\260.mp4,0,real,c23,train
261,ffpp_c23\original\261.mp4,0,real,c23,train
262,ffpp_c23\original\262.mp4,0,real,c23,train
263,ffpp_c23\original\263.mp4,0,real,c23,train
264,ffpp_c23\original\264.mp4,0,real,c23,train
265,ffpp_c23\original\265.mp4,0,real,c23,train
266,ffpp_c23\original\266.mp4,0,real,c23,train
267,ffpp_c23\original\267.mp4,0,real,c23,train
268,ffpp_c23\original\268.mp4,0,real,c23,train
269,ffpp_c23\original\269.mp4,0,real,c23,val
270,ffpp_c23\original\270.mp4,0,real,c23,test
271,ffpp_c23\original\271.mp4,0,real,c23,val
272,ffpp_c23\original\272.mp4,0,real,c23,train
273,ffpp_c23\original\273.mp4,0,real,c23,val
274,ffpp_c23\original\274.mp4,0,real,c23,val
275,ffpp_c23\original\275.mp4,0,real,c23,train
276,ffpp_c23\original\276.mp4,0,real,c23,val
277,ffpp_c23\original\277.mp4,0,real,c23,train
278,ffpp_c23\original\278.mp4,0,real,c23,train
279,ffpp_c23\original\279.mp4,0,real,c23,train
280,ffpp_c23\original\280.mp4,0,real,c23,train
281,ffpp_c23\original\281.mp4,0,real,c23,test
282,ffpp_c23\original\282.mp4,0,real,c23,train
283,ffpp_c23\original\283.mp4,0,real,c23,train
284,ffpp_c23\original\284.mp4,0,real,c23,test
285,ffpp_c23\original\285.mp4,0,real,c23,train
286,ffpp_c23\original\286.mp4,0,real,c23,train
287,ffpp_c23\original\287.mp4,0,real,c23,train
288,ffpp_c23\original\288.mp4,0,real,c23,train
289,ffpp_c23\original\289.mp4,0,real,c23,train
290,ffpp_c23\original\290.mp4,0,real,c23,train
291,ffpp_c23\original\291.mp4,0,real,c23,train
292,ffpp_c23\original\292.mp4,0,real,c23,train
293,ffpp_c23\original\293.mp4,0,real,c23,train
294,ffpp_c23\original\294.mp4,0,real,c23,train
295,ffpp_c23\original\295.mp4,0,real,c23,train
296,ffpp_c23\original\296.mp4,0,real,c23,test
297,ffpp_c23\original\297.mp4,0,real,c23,train
298,ffpp_c23\original\298.mp4,0,real,c23,train
299,ffpp_c23\original\299.mp4,0,real,c23,train
300,ffpp_c23\original\300.mp4,0,real,c23,test
301,ffpp_c23\original\301.mp4,0,real,c23,train
302,ffpp_c23\original\302.mp4,0,real,c23,train
303,ffpp_c23\original\303.mp4,0,real,c23,train
304,ffpp_c23\original\304.mp4,0,real,c23,train
305,ffpp_c23\original\305.mp4,0,real,c23,train
306,ffpp_c23\original\306.mp4,0,real,c23,train
307,ffpp_c23\original\307.mp4,0,real,c23,train
308,ffpp_c23\original\308.mp4,0,real,c23,train
309,ffpp_c23\original\309.mp4,0,real,c23,train
310,ffpp_c23\original\310.mp4,0,real,c23,train
311,ffpp_c23\original\311.mp4,0,real,c23,train
312,ffpp_c23\original\312.mp4,0,real,c23,train
313,ffpp_c23\original\313.mp4,0,real,c23,train
314,ffpp_c23\original\314.mp4,0,real,c23,train
315,ffpp_c23\original\315.mp4,0,real,c23,train
316,ffpp_c23\original\316.mp4,0,real,c23,train
317,ffpp_c23\original\317.mp4,0,real,c23,train
318,ffpp_c23\original\318.mp4,0,real,c23,train
319,ffpp_c23\original\319.mp4,0,real,c23,train
320,ffpp_c23\original\320.mp4,0,real,c23,train
321,ffpp_c23\original\321.mp4,0,real,c23,train
322,ffpp_c23\original\322.mp4,0,real,c23,val
323,ffpp_c23\original\323.mp4,0,real,c23,val
324,ffpp_c23\original\324.mp4,0,real,c23,train
325,ffpp_c23\original\325.mp4,0,real,c23,train
326,ffpp_c23\original\326.mp4,0,real,c23,train
327,ffpp_c23\original\327.mp4,0,real,c23,train
328,ffpp_c23\original\328.mp4,0,real,c23,train
329,ffpp_c23\original\329.mp4,0,real,c23,train
330,ffpp_c23\original\330.mp4,0,real,c23,train
331,ffpp_c23\original\331.mp4,0,real,c23,train
332,ffpp_c23\original\332.mp4,0,real,c23,val
333,ffpp_c23\original\333.mp4,0,real,c23,train
334,ffpp_c23\original\334.mp4,0,real,c23,train
335,ffpp_c23\original\335.mp4,0,real,c23,train
336,ffpp_c23\original\336.mp4,0,real,c23,train
337,ffpp_c23\original\337.mp4,0,real,c23,train
338,ffpp_c23\original\338.mp4,0,real,c23,train
339,ffpp_c23\original\339.mp4,0,real,c23,train
340,ffpp_c23\original\340.mp4,0,real,c23,train
341,ffpp_c23\original\341.mp4,0,real,c23,train
342,ffpp_c23\original\342.mp4,0,real,c23,train
343,ffpp_c23\original\343.mp4,0,real,c23,train
344,ffpp_c23\original\344.mp4,0,real,c23,test
345,ffpp_c23\original\345.mp4,0,real,c23,train
346,ffpp_c23\original\346.mp4,0,real,c23,train
347,ffpp_c23\original\347.mp4,0,real,c23,train
348,ffpp_c23\original\348.mp4,0,real,c23,test
349,ffpp_c23\original\349.mp4,0,real,c23,train
350,ffpp_c23\original\350.mp4,0,real,c23,train
351,ffpp_c23\original\351.mp4,0,real,c23,train
352,ffpp_c23\original\352.mp4,0,real,c23,test
353,ffpp_c23\original\353.mp4,0,real,c23,train
354,ffpp_c23\original\354.mp4,0,real,c23,train
355,ffpp_c23\original\355.mp4,0,real,c23,train
356,ffpp_c23\original\356.mp4,0,real,c23,train
357,ffpp_c23\original\357.mp4,0,real,c23,train
358,ffpp_c23\original\358.mp4,0,real,c23,train
359,ffpp_c23\original\359.mp4,0,real,c23,train
360,ffpp_c23\original\360.mp4,0,real,c23,train
361,ffpp_c23\original\361.mp4,0,real,c23,train
362,ffpp_c23\original\362.mp4,0,real,c23,train
363,ffpp_c23\original\363.mp4,0,real,c23,test
364,ffpp_c23\original\364.mp4,0,real,c23,train
365,ffpp_c23\original\365.mp4,0,real,c23,train
366,ffpp_c23\original\366.mp4,0,real,c23,train
367,ffpp_c23\original\367.mp4,0,real,c23,test
368,ffpp_c23\original\368.mp4,0,real,c23,train
369,ffpp_c23\original\369.mp4,0,real,c23,train
370,ffpp_c23\original\370.mp4,0,real,c23,test
371,ffpp_c23\original\371.mp4,0,real,c23,train
372,ffpp_c23\original\372.mp4,0,real,c23,train
373,ffpp_c23\original\373.mp4,0,real,c23,test
374,ffpp_c23\original\374.mp4,0,real,c23,train
375,ffpp_c23\original\375.mp4,0,real,c23,train
376,ffpp_c23\original\376.mp4,0,real,c23,train
377,ffpp_c23\original\377.mp4,0,real,c23,train
378,ffpp_c23\original\378.mp4,0,real,c23,train
379,ffpp_c23\original\379.mp4,0,real,c23,test
380,ffpp_c23\original\380.mp4,0,real,c23,train
381,ffpp_c23\original\381.mp4,0,real,c23,train
382,ffpp_c23\original\382.mp4,0,real,c23,train
383,ffpp_c23\original\383.mp4,0,real,c23,train
384,ffpp_c23\original\384.mp4,0,real,c23,train
385,ffpp_c23\original\385.mp4,0,real,c23,train
386,ffpp_c23\original\386.mp4,0,real,c23,train
387,ffpp_c23\original\387.mp4,0,real,c23,test
388,ffpp_c23\original\388.mp4,0,real,c23,val
389,ffpp_c23\original\389.mp4,0,real,c23,test
390,ffpp_c23\original\390.mp4,0,real,c23,val
391,ffpp_c23\original\391.mp4,0,real,c23,train
392,ffpp_c23\original\392.mp4,0,real,c23,train
393,ffpp_c23\original\393.mp4,0,real,c23,train
394,ffpp_c23\original\394.mp4,0,real,c23,val
395,ffpp_c23\original\395.mp4,0,real,c23,train
396,ffpp_c23\original\396.mp4,0,real,c23,train
397,ffpp_c23\original\397.mp4,0,real,c23,train
398,ffpp_c23\original\398.mp4,0,real,c23,train
399,ffpp_c23\original\399.mp4,0,real,c23,train
400,ffpp_c23\original\400.mp4,0,real,c23,train
401,ffpp_c23\original\401.mp4,0,real,c23,train
402,ffpp_c23\original\402.mp4,0,real,c23,train
403,ffpp_c23\original\403.mp4,0,real,c23,train
404,ffpp_c23\original\404.mp4,0,real,c23,train
405,ffpp_c23\original\405.mp4,0,real,c23,val
406,ffpp_c23\original\406.mp4,0,real,c23,train
407,ffpp_c23\original\407.mp4,0,real,c23,train
408,ffpp_c23\original\408.mp4,0,real,c23,val
409,ffpp_c23\original\409.mp4,0,real,c23,train
410,ffpp_c23\original\410.mp4,0,real,c23,val
411,ffpp_c23\original\411.mp4,0,real,c23,train
412,ffpp_c23\original\412.mp4,0,real,c23,train
413,ffpp_c23\original\413.mp4,0,real,c23,train
414,ffpp_c23\original\414.mp4,0,real,c23,train
415,ffpp_c23\original\415.mp4,0,real,c23,train
416,ffpp_c23\original\416.mp4,0,real,c23,train
417,ffpp_c23\original\417.mp4,0,real,c23,train
418,ffpp_c23\original\418.mp4,0,real,c23,train
419,ffpp_c23\original\419.mp4,0,real,c23,train
420,ffpp_c23\original\420.mp4,0,real,c23,train
421,ffpp_c23\original\421.mp4,0,real,c23,train
422,ffpp_c23\original\422.mp4,0,real,c23,train
423,ffpp_c23\original\423.mp4,0,real,c23,train
424,ffpp_c23\original\424.mp4,0,real,c23,train
425,ffpp_c23\original\425.mp4,0,real,c23,train
426,ffpp_c23\original\426.mp4,0,real,c23,train
427,ffpp_c23\original\427.mp4,0,real,c23,train
428,ffpp_c23\original\428.mp4,0,real,c23,train
429,ffpp_c23\original\429.mp4,0,real,c23,test
430,ffpp_c23\original\430.mp4,0,real,c23,train
431,ffpp_c23\original\431.mp4,0,real,c23,train
432,ffpp_c23\original\432.mp4,0,real,c23,test
433,ffpp_c23\original\433.mp4,0,real,c23,train
434,ffpp_c23\original\434.mp4,0,real,c23,train
435,ffpp_c23\original\435.mp4,0,real,c23,train
436,ffpp_c23\original\436.mp4,0,real,c23,train
437,ffpp_c23\original\437.mp4,0,real,c23,train
438,ffpp_c23\original\438.mp4,0,real,c23,val
439,ffpp_c23\original\439.mp4,0,real,c23,train
440,ffpp_c23\original\440.mp4,0,real,c23,train
441,ffpp_c23\original\441.mp4,0,real,c23,train
442,ffpp_c23\original\442.mp4,0,real,c23,train
443,ffpp_c23\original\443.mp4,0,real,c23,train
444,ffpp_c23\original\444.mp4,0,real,c23,train
445,ffpp_c23\original\445.mp4,0,real,c23,val
446,ffpp_c23\original\446.mp4,0,real,c23,train
447,ffpp_c23\original\447.mp4,0,real,c23,train
448,ffpp_c23\original\448.mp4,0,real,c23,train
449,ffpp_c23\original\449.mp4,0,real,c23,train
450,ffpp_c23\original\450.mp4,0,real,c23,train
451,ffpp_c23\original\451.mp4,0,real,c23,train
452,ffpp_c23\original\452.mp4,0,real,c23,train
453,ffpp_c23\original\453.mp4,0,real,c23,train
454,ffpp_c23\original\454.mp4,0,real,c23,train
455,ffpp_c23\original\455.mp4,0,real,c23,train
456,ffpp_c23\original\456.mp4,0,real,c23,train
457,ffpp_c23\original\457.mp4,0,real,c23,train
458,ffpp_c23\original\458.mp4,0,real,c23,train
459,ffpp_c23\original\459.mp4,0,real,c23,test
460,ffpp_c23\original\460.mp4,0,real,c23,train
461,ffpp_c23\original\461.mp4,0,real,c23,train
462,ffpp_c23\original\462.mp4,0,real,c23,train
463,ffpp_c23\original\463.mp4,0,real,c23,train
464,ffpp_c23\original\464.mp4,0,real,c23,test
465,ffpp_c23\original\465.mp4,0,real,c23,train
466,ffpp_c23\original\466.mp4,0,real,c23,train
467,ffpp_c23\original\467.mp4,0,real,c23,train
468,ffpp_c23\original\468.mp4,0,real,c23,train
469,ffpp_c23\original\469.mp4,0,real,c23,val
470,ffpp_c23\original\470.mp4,0,real,c23,test
471,ffpp_c23\original\471.mp4,0,real,c23,train
472,ffpp_c23\original\472.mp4,0,real,c23,train
473,ffpp_c23\original\473.mp4,0,real,c23,val
474,ffpp_c23\original\474.mp4,0,real,c23,train
475,ffpp_c23\original\475.mp4,0,real,c23,train
476,ffpp_c23\original\476.mp4,0,real,c23,train
477,ffpp_c23\original\477.mp4,0,real,c23,train
478,ffpp_c23\original\478.mp4,0,real,c23,train
479,ffpp_c23\original\479.mp4,0,real,c23,val
480,ffpp_c23\original\480.mp4,0,real,c23,train
481,ffpp_c23\original\481.mp4,0,real,c23,train
482,ffpp_c23\original\482.mp4,0,real,c23,train
483,ffpp_c23\original\483.mp4,0,real,c23,train
484,ffpp_c23\original\484.mp4,0,real,c23,train
485,ffpp_c23\original\485.mp4,0,real,c23,train
486,ffpp_c23\original\486.mp4,0,real,c23,train
487,ffpp_c23\original\487.mp4,0,real,c23,train
488,ffpp_c23\original\488.mp4,0,real,c23,train
489,ffpp_c23\original\489.mp4,0,real,c23,train
490,ffpp_c23\original\490.mp4,0,real,c23,train
491,ffpp_c23\original\491.mp4,0,real,c23,train
492,ffpp_c23\original\492.mp4,0,real,c23,train
493,ffpp_c23\original\493.mp4,0,real,c23,train
494,ffpp_c23\original\494.mp4,0,real,c23,train
495,ffpp_c23\original\495.mp4,0,real,c23,train
496,ffpp_c23\original\496.mp4,0,real,c23,train
497,ffpp_c23\original\497.mp4,0,real,c23,train
498,ffpp_c23\original\498.mp4,0,real,c23,train
499,ffpp_c23\original\499.mp4,0,real,c23,train
500,ffpp_c23\original\500.mp4,0,real,c23,train
501,ffpp_c23\original\501.mp4,0,real,c23,train
502,ffpp_c23\original\502.mp4,0,real,c23,train
503,ffpp_c23\original\503.mp4,0,real,c23,train
504,ffpp_c23\original\504.mp4,0,real,c23,train
505,ffpp_c23\original\505.mp4,0,real,c23,val
506,ffpp_c23\original\506.mp4,0,real,c23,train
507,ffpp_c23\original\507.mp4,0,real,c23,train
508,ffpp_c23\original\508.mp4,0,real,c23,train
509,ffpp_c23\original\509.mp4,0,real,c23,train
510,ffpp_c23\original\510.mp4,0,real,c23,train
511,ffpp_c23\original\511.mp4,0,real,c23,val
512,ffpp_c23\original\512.mp4,0,real,c23,train
513,ffpp_c23\original\513.mp4,0,real,c23,train
514,ffpp_c23\original\514.mp4,0,real,c23,train
515,ffpp_c23\original\515.mp4,0,real,c23,train
516,ffpp_c23\original\516.mp4,0,real,c23,train
